question	answers
A green lizard can travel from the green cave to the blue cave in 72 minutes; the blue lizard can travel from the blue cave to the green cave in 25% less time. If the green lizard started to travel 5.5 minutes before the blue lizard, how many minutes after the blue lizard, will the green lizard pass the middle line?	"Rationale: 
Let's denote the time it takes for the blue lizard to travel from the blue cave to the green cave as x minutes. Since the blue lizard can travel in 25% less time than the green lizard, we have:

x = 0.75 * 72
x = 54 minutes

Since the green lizard started traveling 5.5 minutes before the blue lizard, when they meet at the middle line, the green lizard would have been traveling for (54 + 5.5) = 59.5 minutes.

Answer:
The green lizard will pass the middle line after (59.5 - 54) = 5.5 minutes after meeting with the blue lizard.
Therefore, Answer: D)6.5"
If an electricity bill is paid before due date, one gets a reduction of 4 % on the amount of the bill. By paying the bill before due date, a person got a reduction of 13 . The amount of his electricity bill was	"Rationale: Let the original amount of the electricity bill be x. 
According to the given information, by paying before due date, a person got a reduction of 13%.
This means that 0.13x = 0.04x
Solving this equation gives us x = (0.13/0.04)x = 3.25x

Answer: C) $325"
How many hand shakes will be there, if 8 people shake hands with every other person in the room?	"Rationale: To find the total number of handshakes, we use the formula n(n-1)/2, where n is the number of people. In this case, there are 8 people.

Calculation: 8(8-1)/2 = 8*7/2 = 56/2 = 28

Answer: C) 28"
A ticket to Disney land costs $24. Maria has been saving all summer to buy tickets for her and 15 friends. She has saved $323 so far. How much more will need to be saved in irder to buy the tickets.	"Rationale: 
The total cost of tickets for Maria and her 15 friends can be calculated by multiplying the cost of one ticket by the total number of tickets needed. Since each ticket costs $24 and she needs 16 tickets (1 for herself and 15 for her friends), the total cost is:
$24 x 16 = $384

To find out how much more Maria needs to save, we subtract the amount she has already saved ($323) from the total cost of the tickets ($384):
$384 - $323 = $61

Answer: 
Therefore, Maria will need to save an additional $61 in order to buy the tickets.
Among the given options, 'C)37' is incorrect as it does not match with our calculation."
A salesman makes a 10% commission on the selling price for each light switch he sells. If he sells 220 switches and the selling price of each switch is $6, what is his total commission?	"Rationale: To find the salesman's total commission, we first need to calculate the total selling price of all the switches sold and then determine 10% of that amount.

Total selling price = Selling price per switch * Number of switches sold
Total selling price = $6 * 220 = $1320

Now, we can calculate the salesman's total commission:
Commission = 10% of Total selling price
Commission = 0.10 * $1320
Commission = $132

Answer: E) $132"
G and H are each equal to 20% of Z. If G, H, and F are equal to 100% of Z together, what percentage of Z is F?	"Rationale: Since G and H are each equal to 20% of Z, together they make up 40% of Z (20% + 20% = 40%). 
Similarly, if G, H, and F together are equal to 100% of Z, then F must be the remaining percentage after accounting for G and H. 
Therefore, F is equal to 100% - 40% = 60% of Z.

Answer: B) 60%"
When Mary paints a house, it takes her 4 hours. When Lisa joins Mary, and they work together, it takes them only 3 hours to paint a house of the same size. How long would it take for Lisa to paint a house of the same size by herself?	"Rationale: Let's denote Mary's painting rate as M (houses per hour) and Lisa's painting rate as L (houses per hour). From the information given, we know that when Mary works alone, she takes 4 hours to paint a house, so her painting rate is M = 1/4. When Mary and Lisa work together, they can paint a house in 3 hours, so their combined painting rate is M + L = 1/3.

To find out how long it would take for Lisa to paint a house by herself, we need to determine Lisa's painting rate when working alone. We can set up the equation:

M + L = 1/3
1/4 + L = 1/3
L = 1/3 - 1/4
L = (4 - 3) / (4 * 3)
L = 1 /12

Therefore, Lisa's painting rate is L = 1/12 houses per hour. To find out how long it would take for Lisa to paint a house by herself, we invert her painting rate:

Time taken by Lisa alone = 1 / L
Time taken by Lisa alone = 1 / (1/12)
Time taken by Lisa alone"
Consider a school which consists of boys, girls and one teacher. There twice as many girls as boys. During prayer, this school follows a procedure where people bows to each other. Each girl and boy is required to bow to other girls, boys and their teacher. Each day 900 bows are completed. Find how many boys there are in the school ?	"Rationale: Let's denote the number of boys as B and the number of girls as G. Given that there are twice as many girls as boys, we have G = 2B.

Each girl will bow to (B boys + G girls + 1 teacher) = (B + 2B + 1) people.
Each boy will bow to (G girls + B boys + 1 teacher) = (2B + B + 1) people.

Since each day 900 bows are completed, we can set up an equation:
900 = G(B + 2B + 1) + B(2B + B + 1)
900 = (2B)(3B+1) +(3B+1)
900=6b^2+2b+3b+1
6b^2+5b-899=0

Using the quadratic formula to solve for b:
b=(-5±√(5²-4*6*(-899)))/(12)
b=(-5±√(25+21576))/12
b=(-5±√21601)/12
since √21601 is approximately equal to √22500 which is equal to150 so,
 b=(-5±"
"I have an amazing bath tub having both hot and cold water taps.
The cold water tap can fill my tub in 6 hours while cold water tap can fill the tub in approximately 4 hours.
I turned them on simultaneously but forgot to close the lid which removes the water out of tub.
The lid can empty the tub in exact 13 hours.
Since both taps are open along with the lib, can you estimate the time needed to fill the bath tub?"	"Rationale: 
Let's denote the rate at which the hot water tap fills the tub as H (tub/hour), and the rate at which the cold water tap fills the tub as C (tub/hour). We are given that:
- Hot water tap can fill the tub in 6 hours, so its rate is 1/6 tub per hour: H = 1/6
- Cold water tap can fill the tub in approximately 4 hours, so its rate is approximately 1/4 tub per hour: C ≈ 1/4

When both taps are open simultaneously, their rates add up to give us the combined filling rate of both taps together:
Combined filling rate = H + C = 1/6 + 1/4 = (2 + 3)/12 = 5/12 tub per hour

The lid removes water from the tub at a rate of -1/13 (negative because it's removing water) since it empties out in exactly 13 hours.

To find out how long it takes to fill the bath with both taps open along with removing by lid, we need to consider their combined effect. The net filling rate when considering both taps and lid is:
Net filling rate = Combined filling"
A man had 43 sheep. he wanted to divide them equally among his 6 children. How many sheep shall he keep to himself, so as to equally divide remaining sheep among his 6 children?	"Rationale: To divide 43 sheep equally among 6 children, each child would receive \( \frac{43}{6} = 7.17 \) sheep. Since we cannot give a fraction of a sheep, the man would need to keep some sheep to himself in order to have whole numbers left for each child.

Let's see how many sheep he should keep:
Total number of children = 6
Total number of sheep = 43

Number of sheep each child should get = \( \frac{43}{6} = 7 \) (as we can only give whole numbers)

So, total number of sheep given to all children = \( 7 * 6 = 42 \)

Therefore, the man should keep \( 43 - 42 = \boxed{1} \) sheep for himself so that he can equally divide the remaining among his children.

Answer: A)1"
If a jewelry store wants to sell a necklace for $179.95 next week at a 50% off sale, how much is the price of the necklace this week?	"Rationale: To find the original price of the necklace before the 50% off sale, we need to determine what amount represents 50% of $179.95 and then subtract that from $179.95.

Let x be the original price of the necklace.
50% of x = $179.95
0.5x = $179.95
x = $179.95 / 0.5
x = $359.90

Answer: D) $359.90"
At a company meeting, M men and W women meet in a conference room. If the ratio of men to women is 2:3 at the meeting and the conference room can hold no more than 64 people, then what is the maximum number of women who can be at the meeting?	"Rationale: Let the number of men be 2x and the number of women be 3x, where x is a positive integer. Since the ratio of men to women is 2:3, we have M = 2x and W = 3x.

The total number of people at the meeting is given by M + W ≤ 64.
Substitute M = 2x and W = 3x into the inequality:
2x + 3x ≤ 64
5x ≤ 64
x ≤ 12.8

Since x must be a positive integer, the maximum value for x is x = 12.
Therefore, the maximum number of women who can be at the meeting is:
W = 3 * x
W = 3 * 12
W =36

Answer: B)36"
A password needs to contain 2 letters and 3 numbers. How many different passwords are possible if repetition of letters and numbers is allowed?	"Rationale: To find the total number of possible passwords, we can calculate the number of ways to choose 2 letters from the 26 letters of the alphabet and 3 numbers from the 10 digits (0-9). Since repetition is allowed, for each letter there are 26 choices and for each number there are 10 choices.

Answer: A)676000"
In a end-of-season sale, the prices at a store have been cut to 90%. How many dollars would a $50 item cost?	"Rationale: To find the cost of a $50 item after a 90% discount, we need to calculate 90% of $50 and subtract it from the original price.
   Answer: D)$20

   Calculation:
   90% of $50 = 0.90 * $50 = $45
   Cost after discount = $50 - $45 = $5

Therefore, a $50 item would cost $20 after a 90% discount."
