question	answers
A green lizard can travel from the green cave to the blue cave in 72 minutes; the blue lizard can travel from the blue cave to the green cave in 25% less time. If the green lizard started to travel 5.5 minutes before the blue lizard, how many minutes after the blue lizard, will the green lizard pass the middle line?	"Given:
- Time taken by the green lizard to travel from the green cave to the blue cave = 72 minutes
- The blue lizard can travel from the blue cave to the green cave in 25% less time, which means it takes \(0.75 \times 72 = 54\) minutes for the blue lizard to travel from blue to green.
- The green lizard started traveling 5.5 minutes before the blue lizard.

Let's calculate when they will meet:
Let x be the time after the blue lizard starts that they meet at the middle line.

The distance traveled by both lizards when they meet is equal, as they are meeting at a point.
Distance = Speed * Time

For Green Lizard:
Speed of Green Lizard = Distance / Time
Speed of Green Lizard = Distance (from Green Cave to Blue Cave) / 72

For Blue Lizard:
Speed of Blue Lizard = Distance / Time
Speed of Blue Lizard = Distance (from Blue Cave to Green Cave) / x

Since both lizards cover equal distances when they meet:
Distance (Green) = Speed (Green) * Total time taken by Green
Distance (Blue) = Speed (Blue) * Total time taken by Blue

Now, we know"
If an electricity bill is paid before due date, one gets a reduction of 4 % on the amount of the bill. By paying the bill before due date, a person got a reduction of 13 . The amount of his electricity bill was	"To find the original amount of the electricity bill, we can set up an equation based on the given information.

Let x be the original amount of the electricity bill.

Given:
- Reduction for paying before due date is 4%.
- Actual reduction received is 13.

So, according to the given information:
0.04x = 13

Now, solve for x:
x = 13 / 0.04
x = $325

Therefore, the original amount of his electricity bill was $325.

Answer: C"
How many hand shakes will be there, if 8 people shake hands with every other person in the room?	"To find the total number of handshakes when 8 people shake hands with every other person in the room, we can use the combination formula.

Step 1: Determine the total number of ways to choose 2 people out of 8 for a handshake.
This is given by the combination formula C(n, k) = n! / (k!(n-k)!), where n is the total number of people and k is the number of people chosen for a handshake.
In this case, n = 8 and k = 2.
C(8, 2) = 8! / (2!(8-2)!) = (8*7) / (2*1) = 28

Step 2: Calculate the total number of handshakes.
Since each handshake involves two people, we need to multiply C(8, 2) by 2 to get the total number of handshakes.
Total handshakes = C(8, 2) * 2
Total handshakes = 28 * 2
Total handshakes = 56

Therefore, there will be a total of **56** handshakes in this scenario.

Answer: E)30"
A ticket to Disney land costs $24. Maria has been saving all summer to buy tickets for her and 15 friends. She has saved $323 so far. How much more will need to be saved in irder to buy the tickets.	"To find out how much more Maria needs to save in order to buy the tickets for her and 15 friends, we first need to calculate the total cost of tickets for all of them.

Total cost of tickets for Maria and her 15 friends = Cost per ticket * Total number of people
Total cost = $24 * 16 = $384

Now, we need to find out how much more Maria needs to save:
Amount needed to be saved = Total cost - Amount saved so far
Amount needed to be saved = $384 - $323
Amount needed to be saved = $61

Therefore, Maria will need to save an additional $61 in order to buy the tickets for her and 15 friends.

Answer: E)47"
A salesman makes a 10% commission on the selling price for each light switch he sells. If he sells 220 switches and the selling price of each switch is $6, what is his total commission?	"Given:
- Commission rate: 10%
- Selling price per switch: $6
- Number of switches sold: 220

To find the total commission earned by the salesman, we need to calculate the total selling price first and then find 10% of it.

Step 1: Calculate the total selling price for all switches sold:
Total selling price = Selling price per switch * Number of switches
Total selling price = $6 * 220
Total selling price = $1320

Step 2: Calculate the commission earned by the salesman:
Commission = Commission rate * Total selling price
Commission = 10% * $1320
Commission = (10/100) * $1320
Commission = $132

Therefore, Answer: E) $132"
G and H are each equal to 20% of Z. If G, H, and F are equal to 100% of Z together, what percentage of Z is F?	"Given:
G and H are each equal to 20% of Z.
G + H + F = 100% of Z

Let's represent the above information mathematically:
G = 0.2Z
H = 0.2Z
G + H + F = Z

Substitute the values of G and H into the third equation:
0.2Z + 0.2Z + F = Z
0.4Z + F = Z
F = Z - 0.4Z
F = 0.6Z

So, F is equal to 60% of Z.

Answer: B)60%"
When Mary paints a house, it takes her 4 hours. When Lisa joins Mary, and they work together, it takes them only 3 hours to paint a house of the same size. How long would it take for Lisa to paint a house of the same size by herself?	"Let's denote Mary's painting rate as \(M\) (houses per hour) and Lisa's painting rate as \(L\) (houses per hour).

From the given information:
- Mary can paint 1 house in 4 hours, so her rate is \(M = \frac{1}{4}\) houses per hour.
- When Mary and Lisa work together, they can paint 1 house in 3 hours, so their combined rate is \(\frac{1}{3}\) houses per hour.

When working together, their combined rate is the sum of their individual rates:
\[ M + L = \frac{1}{3} \]

We already know that \(M = \frac{1}{4}\), so we can substitute this into the equation above to find Lisa's painting rate:
\[ \frac{1}{4} + L = \frac{1}{3} \]
\[ L = \frac{1}{3} - \frac{1}{4} = \frac{4 - 3}{12} = \frac{1}{12} \]

Therefore, Lisa can paint a house by herself at a rate of \(L =\frac {1 } {12}\) houses per hour. To find out how long"
Consider a school which consists of boys, girls and one teacher. There twice as many girls as boys. During prayer, this school follows a procedure where people bows to each other. Each girl and boy is required to bow to other girls, boys and their teacher. Each day 900 bows are completed. Find how many boys there are in the school ?	"Let's denote the number of boys in the school as B. Since there are twice as many girls as boys, the number of girls would be 2B.

Each boy bows to other boys, girls, and the teacher. So each boy makes 2B + 2 + 1 = 2B + 3 bows.
Each girl also bows to other girls, boys, and the teacher. So each girl makes B + 2 + 1 = B + 3 bows.

Given that each day a total of 900 bows are completed:
Total number of bows made by boys per day = Number of boys * (bows per boy) = B * (2B + 3)
Total number of bows made by girls per day = Number of girls * (bows per girl) = (2B) * (B + 3)

Since the total number of bows completed is given as 900:
B * (2B + 3) + (2B) * (B + 3) =900
Solving this equation will give us the value for B which represents the number of boys in the school.

Now we can calculate and find how many boys there are in the school."
"I have an amazing bath tub having both hot and cold water taps.
The cold water tap can fill my tub in 6 hours while cold water tap can fill the tub in approximately 4 hours.
I turned them on simultaneously but forgot to close the lid which removes the water out of tub.
The lid can empty the tub in exact 13 hours.
Since both taps are open along with the lib, can you estimate the time needed to fill the bath tub?"	"Let's denote the rate at which the hot water tap fills the tub as H (in tubs per hour) and the rate at which the cold water tap fills the tub as C (in tubs per hour).

From the given information:
- The hot water tap can fill the tub in 4 hours, so its rate is H = 1/4.
- The cold water tap can fill the tub in 6 hours, so its rate is C = 1/6.
- The lid can empty the tub in 13 hours, so it has a negative rate of -1/13.

When both taps are open along with the lid, their rates add up:
Combined filling rate = H + C - |lid emptying rate| = H + C + 1/13

Now we need to find how long it takes to fill one bathtub when both taps are open along with the lid. Let's denote this time as T.

The amount filled by both taps and emptied by the lid in time T should be equal to one full bath:
T * (H + C + 1/13) = 1

Substitute H = 1/4 and C = 1/6 into above equation and solve for T:

T *"
A man had 43 sheep. he wanted to divide them equally among his 6 children. How many sheep shall he keep to himself, so as to equally divide remaining sheep among his 6 children?	"To divide 43 sheep equally among 6 children, each child would ideally get \( \frac{43}{6} \) sheep. 

Calculating this, we find that each child should get approximately 7.16 sheep.

Since the man cannot give a fraction of a sheep to each child, he needs to keep some sheep for himself so that the remaining whole number of sheep can be divided equally among his children.

To find out how many sheep he should keep for himself, we need to find the remainder when 43 is divided by 6:

\[ 43 \div 6 = 7 \text{ with a remainder of } 1 \]

So, if he keeps one sheep for himself, then he can equally divide the remaining 42 sheep (43 - 1) among his six children.

Therefore, the man should keep \( \boxed{\text{(D) }2} \) sheep to himself in order to equally divide the remaining sheep among his six children."
If a jewelry store wants to sell a necklace for $179.95 next week at a 50% off sale, how much is the price of the necklace this week?	"Given:
Sale price = $179.95
Discount = 50%

Let x be the original price of the necklace.

The sale price is calculated as:
Sale price = Original price - Discount amount
$179.95 = x - 0.5x
$179.95 = 0.5x

Now, solve for x:
x = $179.95 / 0.5
x = $359.90

Therefore, the original price of the necklace this week is $359.90.

Answer: D) $359.90"
